id,pickup_date,pickup_time,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
103,2016-01-15,12:41:41,1,-73.79003143310547,40.64366149902344,-73.95442962646483,40.67250061035156,1936
104,2016-01-01,00:08:07,1,-73.97611999511719,40.74908065795898,-74.0074462890625,40.7264518737793,847
105,2016-01-14,18:04:13,1,-73.98233032226562,40.78260040283203,-73.9720458984375,40.765419006347656,741
106,2016-01-01,00:33:52,1,-74.00798034667969,40.74020767211913,-73.98892211914062,40.76508331298828,992
107,2016-01-07,14:47:23,1,-73.97493743896483,40.7502555847168,-73.97759246826173,40.76643371582031,775
108,2016-01-16,15:01:07,5,-73.9832992553711,40.76679229736328,-73.97991943359375,40.761566162109375,200
109,2016-01-21,16:47:41,6,-73.98896026611328,40.75473403930664,-73.99169921875,40.72666549682617,1569
110,2016-01-20,21:35:00,2,-73.9657211303711,40.76843643188477,-73.96432495117188,40.75904846191406,369
111,2016-01-29,22:18:20,2,-73.98716735839844,40.73896026611328,-73.9849624633789,40.75262069702149,426
112,2016-01-29,00:49:31,1,-73.98760223388672,40.74361038208008,-73.96784973144531,40.753700256347656,553
113,2016-01-21,10:18:31,1,-73.97489929199219,40.75682067871094,-73.98294067382812,40.75037384033203,423
114,2016-01-03,14:46:20,1,-73.97370147705078,40.74776077270508,-73.9904556274414,40.72488021850585,396
115,2016-01-02,16:11:53,1,-73.94556427001955,40.7781982421875,-73.97753143310547,40.753883361816406,612
116,2016-01-18,12:33:51,1,-73.98875427246094,40.7740364074707,-73.97259521484375,40.76243591308594,537
117,2016-01-21,08:10:47,1,-73.97043609619139,40.764812469482415,-73.96479797363281,40.77261352539063,118
118,2016-01-15,15:20:30,2,-73.9569091796875,40.77090072631836,-73.9527587890625,40.78627014160156,633
119,2016-01-21,21:13:29,2,-73.9935989379883,40.72927856445313,-73.95799255371094,40.76047134399415,1059
120,2016-01-21,12:01:51,2,-74.00782012939453,40.73870849609375,-73.99347686767578,40.7429084777832,448
121,2016-01-01,13:56:42,1,-73.95169830322266,40.824954986572266,-73.94268035888672,40.83698654174805,353
122,2016-01-06,14:36:35,1,-73.98178100585938,40.7683982849121,-73.96640014648438,40.7900390625,662
123,2016-01-10,16:00:03,1,-73.97535705566406,40.75242614746094,-73.98831939697266,40.73744201660156,322
124,2016-01-03,09:39:24,1,-74.00390625,40.743080139160156,-73.99807739257811,40.73785018920898,238
125,2016-01-07,23:05:51,2,-73.9878921508789,40.760009765625,-73.96627044677734,40.793399810791016,632
126,2016-01-16,23:31:26,1,-74.0032730102539,40.73530960083008,-74.00698852539062,40.72578811645508,405
127,2016-01-10,11:50:33,1,-73.96788024902342,40.76562881469727,-73.98244476318358,40.7725715637207,547
128,2016-01-30,01:54:39,2,-74.00142669677734,40.74132919311523,-73.9413833618164,40.823631286621094,1852
129,2016-01-17,00:20:47,1,-73.94017791748048,40.84056854248047,-73.99968719482422,40.728530883789055,1805
130,2016-01-01,13:31:39,1,-73.99324035644531,40.730972290039055,-73.9746551513672,40.73533630371094,1571
131,2016-01-16,20:36:56,1,-74.0088882446289,40.71393585205078,-73.9826889038086,40.77322006225585,1068
132,2016-01-31,14:12:31,1,-74.00402069091797,40.722183227539055,-74.00311279296875,40.72751235961913,253
133,2016-01-19,09:04:47,2,-73.95327758789062,40.785659790039055,-73.95381927490234,40.78179931640625,597
134,2016-01-20,06:39:11,1,-73.96222686767578,40.77357864379883,-73.98066711425781,40.78327941894531,543
135,2016-01-09,18:21:05,1,-73.99110412597656,40.73501586914063,-73.99394226074219,40.7244873046875,524
136,2016-01-20,01:20:41,1,-73.99124145507811,40.71939086914063,-73.97831726074219,40.729019165039055,509
137,2016-01-22,23:04:55,1,-73.97825622558594,40.729469299316406,-73.98993682861328,40.71926879882813,502
138,2016-01-09,19:22:01,1,-73.9647216796875,40.76433181762695,-73.98860931396483,40.77845001220703,892
139,2016-01-16,06:38:41,2,-74.00480651855469,40.752201080322266,-73.99476623535155,40.7506103515625,313
140,2016-01-12,00:06:03,1,-73.99947357177734,40.71188354492188,-73.99976348876955,40.72708511352539,411
141,2016-01-25,11:54:03,1,-73.98508453369139,40.77893829345703,-73.97930908203125,40.783546447753906,276
142,2016-01-06,22:30:58,2,-73.95818328857422,40.7606201171875,-74.00420379638672,40.74263000488281,753
143,2016-01-01,20:33:18,1,-73.9547119140625,40.78089141845703,-73.91835021972656,40.75843811035156,933
144,2016-01-20,08:12:59,5,-73.94493865966798,40.8342399597168,-73.94277954101562,40.83150100708008,142
145,2016-01-29,20:25:05,2,-73.97473907470702,40.77795028686523,-74.00804138183594,40.73093032836913,1277
146,2016-01-04,15:32:47,5,-73.96270751953125,40.79452896118164,-73.9791488647461,40.780181884765625,503
147,2016-01-17,09:44:47,1,-73.98588562011719,40.75749588012695,-74.00736999511719,40.703311920166016,1098
148,2016-01-26,20:53:05,1,-73.98950958251955,40.719688415527344,-73.99449157714845,40.75080871582031,972
149,2016-01-14,07:45:15,5,-73.9734878540039,40.78477096557617,-74.00755310058594,40.725669860839844,1295
150,2016-01-09,11:14:48,5,-73.99217224121094,40.73072814941406,-73.98992156982422,40.71894073486328,461
151,2016-01-26,22:12:02,6,-74.00350189208984,40.72677993774415,-73.99040222167969,40.757511138916016,830
152,2016-01-02,20:07:25,3,-73.99436950683594,40.72497177124024,-73.9891128540039,40.7304573059082,250
153,2016-01-28,18:21:27,1,-73.99660491943358,40.74259567260742,-74.00314331054686,40.734130859375,349
154,2016-01-12,12:49:46,1,-73.94241333007811,40.80627059936523,-73.93958282470702,40.80273818969727,155
155,2016-01-07,14:38:09,1,-73.99790954589844,40.74108123779297,-74.0165786743164,40.71052169799805,996
156,2016-01-31,12:04:32,2,-73.97267913818358,40.755470275878906,-74.00055694580078,40.75767135620117,726
157,2016-01-10,03:42:42,2,-73.98739624023438,40.720211029052734,-73.95352172851562,40.77772903442383,894
158,2016-01-10,19:06:24,1,-73.9610824584961,40.76494598388672,-73.97451782226562,40.73015594482422,648
159,2016-01-30,15:48:56,1,-74.0142822265625,40.70447158813477,-73.9826889038086,40.760250091552734,1598
160,2016-01-08,10:01:15,6,-73.98365020751955,40.76047897338867,-74.00267791748048,40.71976852416992,1272
161,2016-01-17,11:09:41,5,-74.00222778320312,40.7401237487793,-73.99297332763672,40.74268341064453,196
162,2016-01-21,09:21:32,5,-73.99431610107422,40.75102615356445,-73.9666976928711,40.77289581298828,1229
163,2016-01-13,14:33:24,2,-73.97225189208984,40.7619514465332,-73.98309326171875,40.766845703125,740
164,2016-01-22,12:29:47,2,-73.9615707397461,40.77720260620117,-73.95750427246094,40.7828254699707,215
165,2016-01-09,13:39:10,2,-74.00762939453125,40.72483825683594,-73.98389434814453,40.73835754394531,741
166,2016-01-07,12:51:42,1,-73.9944076538086,40.75093078613281,-73.97840881347656,40.75683975219727,610
167,2016-01-16,20:01:06,1,-73.97525787353516,40.745765686035156,-73.99327850341797,40.73833084106445,658
168,2016-01-08,10:15:46,1,-73.78450775146483,40.64861679077149,-73.98921966552734,40.75765228271485,3253
169,2016-01-04,20:37:32,1,-73.97003936767578,40.76142883300781,-73.9514389038086,40.77944946289063,571
170,2016-01-16,02:37:59,5,-73.98792266845702,40.72311019897461,-73.97376251220702,40.74359893798828,407
171,2016-01-12,16:49:16,2,-73.98716735839844,40.761138916015625,-73.97908782958984,40.76443862915039,238
172,2016-01-03,12:11:09,1,-73.87084197998048,40.773750305175774,-73.94191741943358,40.717681884765625,838
173,2016-01-24,18:25:36,1,-73.95189666748048,40.77769088745117,-73.95931243896483,40.76736068725585,164
174,2016-01-12,21:07:54,1,-73.9803466796875,40.74427795410156,-73.9913330078125,40.749187469482415,368
175,2016-01-21,09:31:32,1,-73.9609375,40.7694091796875,-73.97149658203125,40.75053024291992,683
176,2016-01-14,16:29:23,1,-73.9732894897461,40.75437927246094,-73.99624633789062,40.732460021972656,597
177,2016-01-16,02:27:56,1,-73.90634155273438,40.75339889526367,-73.92703247070312,40.75529098510742,425
178,2016-01-10,20:14:56,2,-74.00920867919923,40.71680068969727,-73.99611663818358,40.742618560791016,456
179,2016-01-29,16:07:48,1,-73.94627380371094,40.78926849365234,-73.90760040283203,40.80662155151367,1156
180,2016-01-17,00:28:29,1,-74.00146484375,40.73077774047852,-73.97622680664062,40.76480102539063,637
181,2016-01-28,09:48:23,5,-73.96732330322266,40.78818130493164,-73.95222473144531,40.78641891479492,430
182,2016-01-07,16:28:12,1,-73.93861389160156,40.79591751098633,-73.94727325439453,40.79266357421875,242
183,2016-01-10,18:27:53,2,-73.99833679199219,40.74525833129883,-73.99301147460938,40.76195907592773,463
184,2016-01-15,15:45:46,2,-73.9686508178711,40.76119995117188,-73.97624206542969,40.748210906982415,378
185,2016-01-11,23:59:37,1,-74.00515747070312,40.72141647338867,-73.98652648925781,40.71954345703125,579
186,2016-01-27,23:14:45,5,-73.98863983154298,40.7272834777832,-73.95357513427734,40.72502517700195,1037
187,2016-01-10,02:13:50,1,-73.99176788330078,40.73115158081055,-73.99846649169923,40.73314666748047,338
188,2016-01-09,22:23:56,2,-74.0031509399414,40.72515869140625,-73.9808120727539,40.73363876342773,889
189,2016-01-01,07:07:04,2,-73.7880630493164,40.64185333251953,-73.95882415771484,40.671775817871094,1958
190,2016-01-20,15:17:24,1,-73.96161651611328,40.81131362915039,-73.96260833740234,40.79737091064453,295
191,2016-01-08,09:37:55,1,-73.97010040283203,40.799480438232415,-73.98148345947266,40.7635612487793,1073
192,2016-01-08,02:26:48,1,-73.9107437133789,40.768836975097656,-73.934326171875,40.7164421081543,528
193,2016-01-31,08:58:42,5,-73.79029846191406,40.64693069458008,-73.98743438720702,40.76951217651367,1997
194,2016-01-21,23:58:48,1,-73.98963165283203,40.70191955566406,-73.96308135986328,40.76342010498047,1063
195,2016-01-17,19:05:28,1,-73.9891586303711,40.7404899597168,-73.97801208496094,40.73419570922852,347
196,2016-01-07,16:47:38,1,-74.01200866699219,40.71429061889648,-73.9959259033203,40.759727478027344,737
197,2016-01-30,23:22:06,3,-73.99156951904298,40.76487350463867,-74.00502014160156,40.7073631286621,1781
198,2016-01-08,23:09:30,2,-73.98368835449219,40.75541305541992,-73.95751953125,40.782581329345696,728
199,2016-01-29,09:39:37,1,-73.98722076416014,40.766578674316406,-74.00495147705078,40.7515983581543,1122
200,2016-01-24,13:28:37,3,-73.9563217163086,40.77401351928711,-73.86161041259766,40.768253326416016,1279
201,2016-01-29,20:35:35,2,-74.0057601928711,40.735931396484375,-73.99100494384766,40.726905822753906,881
202,2016-01-10,14:57:55,1,-73.99367523193358,40.74978637695313,-73.97367095947266,40.75028991699219,723
203,2016-01-06,18:01:52,4,-74.00243377685547,40.71611022949219,-73.99879455566406,40.73464584350585,354
204,2016-01-17,14:42:56,6,-73.97374725341797,40.76295852661133,-73.96501159667969,40.76171875,671
205,2016-01-18,17:05:53,1,-73.98233032226562,40.75133895874024,-74.00106048583984,40.73685836791992,579
206,2016-01-25,10:14:17,1,-73.9552001953125,40.783218383789055,-73.961669921875,40.77442169189453,281
207,2016-01-22,00:28:54,4,-73.98530578613281,40.76351165771485,-73.97862243652342,40.7648811340332,230
208,2016-01-07,13:24:41,1,-73.97054290771484,40.75215148925781,-73.99030303955078,40.73392105102539,702
209,2016-01-06,12:50:03,1,-73.96195220947266,40.77042007446289,-73.97698974609375,40.764381408691406,826
210,2016-01-02,20:32:27,1,-74.00099945068358,40.74639892578125,-73.99092864990234,40.74557113647461,219
211,2016-01-06,17:21:11,1,-73.9478988647461,40.78042984008789,-73.96784973144531,40.804630279541016,1015
212,2016-01-10,19:47:42,4,-73.98474884033203,40.75848007202149,-73.98789978027342,40.74406814575195,463
213,2016-01-18,06:26:39,1,-73.97413635253906,40.75215911865234,-73.87055969238281,40.77386093139648,1476
214,2016-01-06,09:57:09,6,-73.9979019165039,40.74093246459961,-74.00728607177734,40.72883605957031,750
215,2016-01-27,15:20:10,2,-73.99986267089844,40.72312927246094,-73.99703216552734,40.732585906982415,515
216,2016-01-30,21:39:01,1,-73.9914321899414,40.75006103515625,-74.01235961914062,40.70486831665039,1346
217,2016-01-13,00:11:18,1,-73.98150634765625,40.75881958007813,-73.97918701171875,40.740398406982415,464
218,2016-01-30,12:23:08,6,-73.97100067138672,40.79594039916992,-73.78025817871094,40.64556884765625,2469
219,2016-01-28,12:44:35,1,-73.96611785888672,40.77383041381836,-73.97319030761719,40.762031555175774,991
220,2016-01-04,22:49:20,1,-73.92227935791014,40.70245742797852,-73.97647094726562,40.69444274902344,936
221,2016-01-05,17:20:20,1,-73.9588165283203,40.77509689331055,-73.96821594238281,40.76534271240234,504
222,2016-01-25,13:34:17,6,-73.97400665283203,40.75727081298828,-73.98761749267578,40.72138977050781,1547
223,2016-01-29,04:13:37,1,-73.9911880493164,40.71931076049805,-73.98448181152342,40.690330505371094,665
224,2016-01-15,09:50:53,1,-73.97050476074219,40.751731872558594,-73.9791717529297,40.76516342163085,863
225,2016-01-20,16:55:07,1,-73.98168182373048,40.76327133178711,-73.97737884521484,40.75442123413085,399
226,2016-01-08,19:53:48,3,-74.00047302246094,40.72872161865234,-73.96197509765625,40.75996017456055,1514
227,2016-01-28,05:02:52,2,-73.98609161376955,40.77227020263672,-73.95401763916014,40.76388168334961,588
228,2016-01-25,17:46:14,1,-73.95547485351562,40.7794189453125,-73.97987365722656,40.78985595703125,1195
229,2016-01-14,05:46:06,1,-73.9850082397461,40.763179779052734,-74.18173217773438,40.68772888183594,1493
230,2016-01-27,10:54:58,1,-73.98651123046875,40.759521484375,-73.98955535888672,40.74044036865234,1374
231,2016-01-28,21:06:48,4,-73.97158813476562,40.75094223022461,-73.990234375,40.72515869140625,620
232,2016-01-21,00:09:48,1,-73.9920196533203,40.72180938720703,-73.9988021850586,40.659610748291016,839
233,2016-01-15,07:48:08,1,-73.983642578125,40.72590637207031,-73.97636413574219,40.7529182434082,629
234,2016-01-08,08:09:48,2,-73.99571990966798,40.748939514160156,-73.97989654541014,40.75227355957031,83642
235,2016-01-29,13:52:11,3,-74.0040054321289,40.72374725341797,-73.99057006835938,40.71258163452149,1022
236,2016-01-22,06:47:12,1,-73.99076080322266,40.75612258911133,-73.98316955566406,40.74798583984375,448
237,2016-01-30,02:37:13,1,-74.00379943847656,40.74222946166992,-73.97818756103516,40.74551010131836,711
238,2016-01-29,20:25:01,1,-73.97091674804686,40.75829315185547,-73.97196197509766,40.786468505859375,718
239,2016-01-20,21:52:59,5,-74.00142669677734,40.73614883422852,-73.9700927734375,40.78409957885742,1223
240,2016-01-29,22:42:50,1,-73.97964477539062,40.76572036743164,-73.99094390869139,40.75056838989258,489
241,2016-01-10,01:25:48,1,-73.99508666992188,40.72610855102539,-74.007080078125,40.734458923339844,630
242,2016-01-09,22:36:33,5,-74.0002670288086,40.73896026611328,-73.99451446533203,40.72495651245117,609
243,2016-01-28,10:18:49,1,-73.92089080810547,40.74675750732422,-73.9461898803711,40.72991561889648,781
244,2016-01-06,18:41:27,5,-73.9593048095703,40.76926803588867,-73.99114227294923,40.75585174560547,1194
245,2016-01-18,06:29:19,3,-73.94850158691406,40.77410125732422,-73.94013214111328,40.8413314819336,765
246,2016-01-01,22:30:42,5,-73.99300384521484,40.72438049316406,-73.99930572509766,40.761054992675774,1109
247,2016-01-09,12:40:23,1,-73.97947692871094,40.7846908569336,-73.96186065673827,40.76691818237305,1051
248,2016-01-12,17:19:16,6,-73.9697036743164,40.79730987548828,-73.96595764160156,40.80807113647461,278
249,2016-01-06,20:38:58,1,-73.95700073242188,40.77241897583008,-73.9725112915039,40.743499755859375,494
250,2016-01-09,06:39:19,6,-73.99091339111328,40.75603866577149,-73.97917938232422,40.75115966796875,483
251,2016-01-09,19:44:09,1,-73.99043273925781,40.73785781860352,-73.98313903808595,40.69727325439453,992
252,2016-01-25,23:21:27,1,-73.9982681274414,40.75077819824219,-74.03189849853516,40.71699142456055,1840
253,2016-01-14,17:55:41,6,-73.97843933105469,40.76192855834961,-73.9797592163086,40.74333953857422,1362
254,2016-01-05,17:04:08,1,-73.97184753417969,40.74992370605469,-73.79545593261719,40.77276992797852,1902
255,2016-01-22,11:15:34,1,-73.99160766601562,40.75006103515625,-73.98902893066406,40.74351119995117,278
256,2016-01-13,21:20:58,2,-73.98880767822266,40.73102188110352,-73.98928070068358,40.756160736083984,1247
257,2016-01-18,09:56:17,1,-74.00357055664062,40.73868179321289,-74.00379943847656,40.74925994873047,292
258,2016-01-15,02:06:44,1,-73.97080993652342,40.758689880371094,-73.91777801513672,40.7552604675293,548
259,2016-01-22,12:39:14,1,-73.98627471923827,40.74431610107422,-73.9192886352539,40.8613395690918,1202
260,2016-01-29,19:40:17,1,-73.98619842529298,40.76736831665039,-73.99571228027342,40.75920867919922,518
